ID,Title,Organization Name,City2,Province2,Date(s),Topics,Summary,Source Link,Image,Image Source Link
910,Okotoks Pride Facebook Debut,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Social Media Debut""]","Okotoks Pride's Facebook page was created on April 2, 2020",https://www.facebook.com/okotokspride/about_profile_transparency,,
911,Okotoks Pride Instagram Debut,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Social Media Debut""]","Okotoks Pride's first Instagram post was published on February 25, 2020",https://www.instagram.com/okotokspride/?hl=en,,
912,Okotoks Pride planned 'Pride in the Park' 2020,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Community Event"",""COVID-19""]","Pride in the Park' was scheduled to take place on Saturday June 27, 2020, but was cancelled due to the COVID-19 pandemic. Planned location&#58; Percy Pegler Park.","https://www.instagram.com/p/B9AKQ5MBOXx/
https://www.instagram.com/p/CA7-0rjJKvi/
https://www.instagram.com/p/B9UuySbBBpA/",,
913,Okotoks Pride Logo,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Logo""]",Okotoks Pride logo,https://www.facebook.com/okotokspride/photos/a.106732874319984/534416081551659/,,
914,Okotoks Pride Website,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Contact Information""]",https&#58;//www.okotokspride.com/&#160;,,,
915,Okotoks Pride Social Media,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Contact Information""]","https&#58;//www.facebook.com/okotokspride/
https&#58;//www.instagram.com/okotokspride/?hl=en
https&#58;//twitter.com/okotokspride (No activity since April 2021)
https&#58;//linktr.ee/OkotoksPride","https://www.facebook.com/okotokspride/about_contact_and_basic_info
https://www.instagram.com/okotokspride/?hl=en",,
916,Okotoks Pride Email,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Contact Information""]",okotokspride@gmail.com,https://www.facebook.com/okotokspride/about_contact_and_basic_info,,
917,Okotoks Pride Location 2020,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Location"",""COVID-19"",""Festival Location Change""]",Pride events were held online due to the COVID-19 pandemic,https://www.westernwheel.ca/local-news/okotoks-part-of-pride-month-via-the-internet-2412086,,
918,Okotoks Pride Committee Members 2020,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Committee/Subcommittee""]","Shannon MacPherson &quot;Shane Onyou&quot;
Julia Kimmett (she/her), okjulia@telus.net
Polly Stokes
Marissa Angel Johnston &quot;Mr. Justin Syde&quot;
Tom Barker (he/him)
Haley Wray (she/her/hers)
Samantha Leriger (she/her)
Siobhan Mary Anne Johnston (she/her)",https://www.okotokspride.com/committee-members,,
919,Okotoks Pride 2021,"[""Okotoks Pride""]",Okotoks,AB,2021,"[""Pride Event"",""Festival Dates"",""COVID-19"",""Location""]","In lieu of an in-person pride, Okotoks Pride organized a Tales of the Town video series and virtual show. &quot;Every Tuesday evening this June we will be sharing stories from the Community to start the conversation about how we make Okotoks a better place for everyone who calls it home. To celebrate us all coming together to create something amazing, The Okotoks Pride Performers will be hosting a virtual show on June 29th 2021.&quot;",https://www.instagram.com/p/COEU2qAB9EK/,,
920,Okotoks Pride Theme 2021,"[""Okotoks Pride""]",Okotoks,AB,2021,"[""Pride Theme""]",Tales of the Town,"https://www.okotokspride.com/pride2021
https://www.instagram.com/p/COEU2qAB9EK/",,
921,Okotoks Pride Location 2021,"[""Okotoks Pride""]",Okotoks,AB,2021,"[""Location"",""Festival Location Change"",""COVID-19""]",Pride events were held online due to the COVID-19 pandemic,"https://www.okotokspride.com/pride2021
https://www.instagram.com/p/COEU2qAB9EK/",,
922,Okotoks Pride Headliners 2021,"[""Okotoks Pride""]",Okotoks,AB,2021,"[""Headliners""]","Virtual theme of a 'Variety Show' during the COVID-19 pandemic. Featured performances by Shane Onyou, Tom Barker, Imogen Rouge, DJ Dopamine, Jessica La Violette, Justin Syde, KP Smith, Electronica Dynasty and Brandi Jayne",https://www.okotokspride.com/varietyshow,,
923,Okotoks Pride hosts first 'Together with Pride Street Festival' 2022,"[""Okotoks Pride""]",Okotoks,AB,2022,"[""Pride Guide"",""Pride Event""]","First-ever&#160;'Together with Pride Street Festival'&#160;held on Saturday June 4, 2022. The festival was kicked off with Okotoks' rainbow crosswalk receiving a fresh coat of rainbow paint at 12 p.m.
The festival featured an open mic, welcoming anyone who wished to perform.
In the evening, the festival concluded with a full drag show produced by Tom Barker, co-chair of Okotoks Pride, and showcased fellow Okotoks Pride co-chair Shannon MacPherson, also known as drag king Shane Onyou.","https://okotoksonline.com/articles/okotoks-glowing-with-pride
https://www.facebook.com/events/750725849424159/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D",,
924,Okotoks Pride 'Together with Pride Street Festival' Guide/Program 2022,"[""Okotoks Pride""]",Okotoks,AB,2022,"[""Pride Guide"",""Pride Event""]",2022 Okotoks Pride 'Together with Pride Street Festival' Guide/Program,"https://www.facebook.com/okotokspride/photos/pcb.554622002864400/554621942864406
https://www.facebook.com/okotokspride/photos/pcb.554622002864400/554621939531073",,
925,Okotoks Pride Flag Raising 2022,"[""Okotoks Pride""]",Okotoks,AB,2022,"[""Pride Event""]",Gord Lang from Okotoks Town Council raised the pride flag in 2022,Confirmed by committee via email,,
926,Okotoks Pride Location 2022,"[""Okotoks Pride""]",Okotoks,AB,2022,"[""Location""]","Street festival held in Okotoks on Elizabeth Street between Elk Avenue and Veterans Way. No parade. Festival events spread out along the street, including at the Town of Okotoks Municipal Centre and Loop Kids clothing store",https://www.facebook.com/okotokspride/photos/pcb.554622002864400/554621939531073,,
927,Okotoks Pride Headliners 2022,"[""Okotoks Pride""]",Okotoks,AB,2022,"[""Headliners""]","A drag show on Elizabeth Street with music provided by DJ MegaDyke featuring drag queens and kings, including Addi Pose, Angelina Starchild, Birthday Girl, Justin Syde, Nolan Neptune and Shane Onyou",https://www.facebook.com/okotokspride/posts/pfbid0pfjWkZKpCrbEQSJ5q8rRbntNwuGV7FEayVN4yi3cWU67oqJUbi9HYh2ykG2cQUdql,,
928,Okotoks Pride Committee Members 2022,"[""Okotoks Pride""]",Okotoks,AB,2022,"[""Committee/Subcommittee""]","Tom Barker (he/him)
Shannon MacPherson &quot;Shane Onyou&quot;
Julia Kimmett (she/her)
Janet Page
Marissa Angel Johnston &quot;Mr. Justin Syde&quot;
Haley Wray (she/her/hers)
Siobhan Mary Anne Johnston (she/her)
April Bouchard
Mel Erb
Tanya Douglas
Halle Ann Minkler",https://www.facebook.com/photo/?fbid=10159820307122528&set=a.491821952527,,
929,Okotoks Pride Name Change 2022,"[""Okotoks Pride Society""]",Okotoks,AB,2022,"[""Organization Name Change""]","Announced on Facebook and Instagram on December 4, 2022, Okotoks Pride has been renamed to Okotoks Pride Society. Its social media and email accounts remain unchanged","https://www.facebook.com/events/1291310098359231/
https://www.instagram.com/p/Clw_YGhvWIn/?hl=en",,
930,Okotoks Pride Society becomes incorporated 2022,"[""Okotoks Pride Society""]",Okotoks,AB,2022,"[""Incorporation""]","Announced on Facebook and Instagram on December 4, 2022, Okotoks Pride Society has become incorporated","https://www.facebook.com/events/1291310098359231/
https://www.instagram.com/p/Clw_YGhvWIn/?hl=en",,
931,Okotoks Pride Month 2023,"[""Okotoks Pride Society""]",Okotoks,AB,2023,"[""Pride Event""]","June 2023&#58; Okotoks Pride Society opened Pride Month on June 1, 2023 with the launch of a year-long social media contest called the &quot;#MakingOkotoksProud&quot; on Facebook and Instagram. &quot;To keep the importance of Pride at our forefront for the 53 weeks until we do it all again, we are launching a year long photo contest&#58; #MakingOkotoksProud! Use this hashtag and tag us when you see and share, on Facebook or Instagram, any happenings and random rainbow finds that bring Pride to Okotoks and make you Proud of Okotoks. We realize that this hopefully won’t just bring Pride-related thoughts to mind, and that’s totally cool! This is a diverse Community in a vibrant Town with lots to do. So, go do the things and tag us! &#123;Winner(s?) will get a Pride Kit to help them kick off the season next year, and will be chosen by random draw. Photos tagged will likely be shared in our stories and we won’t be able to count entries from private posts.&#125;&quot; ",https://www.facebook.com/events/s/makingokotoksproud-photo-conte/646740250193334/,,
932,First Okotoks Pride Week,"[""Okotoks Pride Society""]",Okotoks,AB,2023,"[""Festival Dates"",""Inaugural Pride Event"",""Location""]","Okotoks' first-ever Pride Week was held from June 4-11, 2023. Okotoks Pride Society and Okotoks Town Council kicked the week off on June 4 with a Pride Proclamation and the raising of a new Philly Pride Flag at the Okotoks Municipal Centre. On June 10, the Okotoks Pride Society closed Pride Week by hosting a Pride Party Open Stage Show at Salutè cocktail bar in Okotoks, which featured drag and burlesque shows headlined by local and non-local performers and community members. ","https://www.facebook.com/events/1291310098359231/ 
https://www.facebook.com/events/1313486689207526/?active_tab=about 
https://www.facebook.com/events/1291310098359231/?active_tab=discussion 
https://www.westernwheel.ca/local-news/show-at-salute-will-cap-off-pride-week-in-okotoks-7101595?utm_source=SND&utm_medium=Facebook&utm_campaign=AutoPilot&fbclid=IwAR1m2e8XcoI3g86VRT4lxKW3wNMsVPtYnM90-rFDFLlOy7UG1juvXYROccY  ",,
933,Okotoks Pride Locations 2023,"[""Okotoks Pride Society""]",Okotoks,AB,2023,"[""Festival Dates"",""Location""]","Okotoks Town Council (Pride Proclamation and Flag Raising on June 4, 2023), McRae Street (Youth Celebration Expo on June 4, 2023) &amp; Salutè cocktail bar (Pride Party Open Stage Show on June 10, 2023)","https://www.facebook.com/events/792578525551466/
https://www.westernwheel.ca/local-news/show-at-salute-will-cap-off-pride-week-in-okotoks-7101595?utm_source=SND&utm_medium=Facebook&utm_campaign=AutoPilot&fbclid=IwAR1m2e8XcoI3g86VRT4lxKW3wNMsVPtYnM90-rFDFLlOy7UG1juvXYROccY
https://www.facebook.com/events/1313486689207526/ ",,
934,Okotoks Pride Headliners 2023,"[""Okotoks Pride Society""]",Okotoks,AB,2023,"[""Headliners""]","Headliners for the Pride Party Open Stage Show&#58; Birthday Girl, Shane Onyou, Imogen Rouge, Mr. Justin Syde and QT Pie ",https://www.facebook.com/events/1313486689207526/ ,,
935,Youth Celebration Expo 2023,"[""True Colors Rainbow Alliance""]",Okotoks,AB,2023,"[""Community Event""]","Following the Pride flag raising event on June 4, the True Colors Rainbow Alliance hosted the first-ever Youth Celebration Expo at the Landmark Site on McRae Street. Its family-friendly activities included potato sack and three-legged races, face painting, balloons and market vendors.","https://www.westernwheel.ca/local-news/show-at-salute-will-cap-off-pride-week-in-okotoks-7101595?utm_source=SND&utm_medium=Facebook&utm_campaign=AutoPilot&fbclid=IwAR1m2e8XcoI3g86VRT4lxKW3wNMsVPtYnM90-rFDFLlOy7UG1juvXYROccY
https://www.okotoks.ca/your-community/living-okotoks/community-event-calendar/first-annual-youth-celebration-expo
https://www.facebook.com/events/203460372585444?active_tab=about",,
936,Pride Week receives official proclamation from municipality 2023,"[""Town of Okotoks""]",Okotoks,AB,2023,"[""Political Event""]","Government Involvement&#58; Members of Okotoks Town Council proclaimed June 4 - 11, 2023 as “PRIDE WEEK” in the Town of Okotoks on May 23, 2023.",https://www.okotoks.ca/sites/default/files/2023-05/Pride%20Week%202023.pdf ,,
937,Medicine Hat Pride Organization Name 2012,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Major Decision/Announcement""]",Medicine Hat Pride Association,https://www.facebook.com/popupmh/posts/pfbid03233BdCA5jkVpU47G5GeWWEGaMik9syeQej74sVJJcJR4nRbvzL9iHXkqfZ183RkXl,,
938,Medicine Hat Pride Association First Board Meeting,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Organization Operations""]","Medicine Hat Pride Association held its first Board Meeting on July 24, 2012",https://www.facebook.com/popupmh/posts/pfbid0xKEzQtFz51pwrijgroqktJFTcPfTMXn1dsK918jjbKqJsZFLJc9mQkVaTRDTnHagl,,
939,Medicine Hat Pride Association By-Laws Established,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Organization Operations""]","Medicine Hat Pride Association's by-laws were established on August 28, 2012",https://web.archive.org/web/20140501083516/http://medicinehatpride.ca/Bylaws2012.pdf,,
940,Medicine Hat Pride Association Registration,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Incorporation""]","Medicine Hat Pride Association was registered on August 31, 2012",https://open.alberta.ca/dataset/alberta-non-profit-listing/resource/23603511-908c-40d3-ab7f-8b59bb54414a,,
941,Medicine Hat Pride Association First Annual General Meeting and 3-Year Term Board Appointed,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Organization Operations""]","Medicine Hat Pride Association held its first Annual General Meeting on October 28, 2012",https://www.facebook.com/popupmh/posts/pfbid02KcjWuVNqX1ppv5cXr1NVzAx3XybHvkvnGEYTQCan46CFtUUH36dQrLhMnCE6wJZgl,,
942,First Pride in Medicine Hat Hosted by Medicine Hat Pride Association,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Inaugural Pride Event""]","Medicine Hat Pride Association hosted a Pride festival in Medicine Hat on September 22, 2012 at Riverside Veterans' Memorial Park from 2 p.m. to 9 p.m. The festival featured a flag-raising ceremony, live entertainment, guest DJs, drag shows, face-painting, kid's bounce, vendors and more. This was followed by an 18+ Pride Dance held at LIQUID Niteclub from 9 p.m. to 3 a.m.","https://web.archive.org/web/20160703212745/http://medicinehatpride.ca/images/poster.png
https://web.archive.org/web/20130704004639/http://www.medicinehatpride.ca/",,
943,Medicine Hat Pride Attendance 2012,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Attendance Record""]",Over 1500,https://web.archive.org/web/20121015074417/http://medicinehatpride.ca:80/,,
944,Medicine Hat Pride Locations 2012,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Location""]",Riverside Veterans' Memorial Park; LIQUID Niteclub,https://web.archive.org/web/20160703212745/http://medicinehatpride.ca/images/poster.png ,,
945,Medicine Hat Pride Association Logo,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Logo""]",Medicine Hat Pride Association's logo,https://www.facebook.com/popupmh/photos/oa.196919663789918/389131337869113/,,
946,Medicine Hat Pride Headliners 2012,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2012,"[""Headliners""]","DJ Dopamine, DJ Goldstar, DJ Johnny Be@ts, Daisy Deville, April Storm, Farra Moan, Argintina Hailey and Fake Mustache Crew",https://www.facebook.com/events/407156602685130/?active_tab=about ,,
947,Medicine Hat Pre-Pride Launch Event 2013,"[""Medicine Hat Pride Association""]",Medicine Hat,AB,2013,"[""Community Event""]","Medicine Hat Pride Association hosted a Pride Season Launch Event called Pride-Nic in the Park on June 15, 2012 at Kin Coulee Park from 2 p.m. to 5 p.m. The event featured games, food and performances.","https://web.archive.org/web/20130704124522/http://www.medicinehatpride.ca/Events.htm
https://www.facebook.com/events/546877082022207/?active_tab=about",,
